OrderID,OrderDate,CustomerName,Region,ProductCategory,ProductName,Quantity,UnitPrice,Discount,SalesRep,,,,
ORD-333,08/02/2026,Oceanic Airlines,East,Furniture,Filing Cabinet,18,332.35,0.15,Priya Sharma,,,,
ORD-334,02/10/2026,Massive Dynamic,N,Office Supplies,Desk Organizer,4,88.33,0,Jordan Lee,,,,
ORD-335,07/25/2026,Acme Corp,N,Furniture,Bookshelf,17,294.29,0.2,Alex Kim,,,,
ORD-336,05/07/2026,Massive Dynamic,E,Furniture,Desk Lamp,15,83.58,0.05,Jordan Lee,,,,
ORD-337,06/23/2026,Wonka Industries,East,Electronics,"Monitor 27""",16,57.74,0.15,Jordan Lee,,,,
ORD-338,05/10/2026,Cyberdyne Systems,S,Electronics,Laptop Stand,4,267.42,0,Maria Chen,,,,
ORD-339,04/03/2026,Vandelay Industries,S,Electronics,Bluetooth Speaker,2,198.09,0.15,Maria Chen,,,,
ORD-340,09/04/2026,Wayne Enterprises,South,Electronics,HDMI Cable,20,216.08,0.1,Maria Chen,,,,
ORD-341,07/15/2026,Pied Piper,E,Office Supplies,Binder Clips,15,73.2,0,Sam Okafor,,,,
ORD-342,04/11/2026,Wonka Industries,East,Electronics,Keyboard,20,252.88,0.1,Priya Sharma,,,,
ORD-343,12/29/2026,Sterling Cooper,East,Office Supplies,Tape Dispenser,16,54.11,0.15,Maria Chen,,,,
ORD-344,05/26/2026,Acme Corp,North,Office Supplies,Whiteboard,2,61.63,0.05,Alex Kim,,,,
ORD-345,03/23/2026,Stark Ind,North,Electronics,Bluetooth Speaker,2,131.94,0.2,Jordan Lee,,,,
ORD-346,11/11/2026,Pied Piper,West,Furniture,Bookshelf,2,465.44,0.15,Sam Okafor,,,,
ORD-347,12/16/2026,Acme Corp,East,Furniture,Cable Tray,8,458.39,0.1,Maria Chen,,,,
ORD-348,06/10/2026,Hooli,E,Electronics,USB-C Hub,6,337.23,0,Sam Okafor,,,,
ORD-349,01/21/2026,Stark Ind,South,Electronics,Laptop Stand,15,251.28,0,Jordan Lee,,,,
ORD-350,03/19/2026,TechNova,E,Furniture,Drawer Unit,12,64.24,0.1,Maria Chen,,,,
ORD-351,04/22/2026,Sterling Cooper,S,Furniture,Drawer Unit,13,73.2,0.05,Priya Sharma,,,,
ORD-352,12/05/2026,Hooli,W,Furniture,Standing Desk,4,344.39,0.2,Priya Sharma,,,,
ORD-353,11/24/2026,Globex Inc,E,Electronics,HDMI Cable,9,193.67,0.1,Jordan Lee,,,,
ORD-354,09/21/2026,Sterling Cooper,W,Electronics,Webcam HD,7,118.9,0,Jordan Lee,,,,
ORD-355,03/26/2026,Bluth Company,North,Electronics,Keyboard,14,294.12,0.05,Maria Chen,,,,
ORD-356,12/25/2026,Soylent Corp,North,Electronics,Power Bank,11,22.87,0,Jordan Lee,,,,
ORD-357,01/04/2026,Vandelay Industries,South,Office Supplies,Paper Ream,15,58.19,0.15,Alex Kim,,,,
ORD-358,01/09/2026,Acme Corp,N,Electronics,USB-C Hub,12,325.53,0,Alex Kim,,,,
ORD-359,12/17/2026,Massive Dynamic,W,Furniture,Standing Desk,16,103.46,0.05,Priya Sharma,,,,
ORD-360,07/19/2026,Wonka Industries,South,Furniture,Desk Lamp,1,290.15,0,Jordan Lee,,,,
ORD-361,01/22/2026,Bluth Company,North,Electronics,Laptop Stand,7,150.29,0,Priya Sharma,,,,
ORD-362,04/04/2026,Hooli,North,Furniture,Coat Rack,2,430.14,0.2,Maria Chen,,,,
ORD-363,02/07/2026,Umbrella LLC,S,Office Supplies,Desk Organizer,5,61.72,0.05,Jordan Lee,,,,
ORD-364,05/25/2026,Oceanic Airlines,W,Office Supplies,Scissors,10,63.63,0,Maria Chen,,,,
ORD-365,10/17/2026,Soylent Corp,South,Office Supplies,Sticky Notes,8,65.24,0.15,Alex Kim,,,,
ORD-366,07/03/2026,Prestige Worldwide,W,Office Supplies,Binder Clips,16,51.43,0,Maria Chen,,,,
ORD-367,11/02/2026,Stark Ind,South,Furniture,Ergonomic Chair,3,449.28,0,Maria Chen,,,,
ORD-368,10/23/2026,Globex Inc,E,Furniture,Monitor Arm,12,214.46,0.1,Priya Sharma,,,,
ORD-369,08/25/2026,Tyrell Corp,North,Furniture,Monitor Arm,17,95.96,0,Priya Sharma,,,,
ORD-370,10/16/2026,Stark Ind,West,Electronics,Keyboard,16,88.78,0.1,Alex Kim,,,,
ORD-371,04/29/2026,Tyrell Corp,W,Office Supplies,Notebook Pack,2,88.32,0.1,Jordan Lee,,,,
ORD-372,12/26/2026,Dunder Mifflin,East,Office Supplies,Paper Ream,12,54.53,0,Maria Chen,,,,
ORD-373,05/08/2026,Sterling Cooper,West,Office Supplies,Highlighter Set,16,80.29,0,Maria Chen,,,,
ORD-374,03/12/2026,Sterling Cooper,East,Electronics,"Monitor 27""",6,133.15,0,Priya Sharma,,,,
ORD-375,07/31/2026,Prestige Worldwide,W,Electronics,USB Drive 64GB,6,230.06,0.15,Jordan Lee,,,,
ORD-376,05/04/2026,Wayne Enterprises,South,Furniture,Monitor Arm,2,108.17,0,Maria Chen,,,,
ORD-377,07/26/2026,Acme Corp,East,Electronics,Power Bank,20,347.53,0.2,Priya Sharma,,,,
ORD-378,04/22/2026,Vandelay Industries,South,Electronics,Laptop Stand,15,212.81,0,Priya Sharma,,,,
ORD-379,07/12/2026,Hooli,West,Furniture,Ergonomic Chair,6,253.65,0,Maria Chen,,,,
ORD-380,09/14/2026,Stark Ind,N,Furniture,Footrest,12,441.16,0.15,Priya Sharma,,,,
ORD-381,03/09/2026,Vandelay Industries,N,Electronics,Webcam HD,16,270.38,0,Alex Kim,,,,
ORD-382,02/11/2026,Hooli,North,Furniture,Drawer Unit,4,274.28,0.15,Priya Sharma,,,,
ORD-383,12/18/2026,Umbrella LLC,S,Furniture,Coat Rack,9,152.8,0.15,Maria Chen,,,,
ORD-384,07/06/2026,Cyberdyne Systems,S,Furniture,Drawer Unit,16,113.99,0.2,Alex Kim,,,,
ORD-385,06/06/2026,Cyberdyne Systems,South,Furniture,Filing Cabinet,15,398.05,0,Jordan Lee,,,,
ORD-386,04/19/2026,Bluth Company,North,Office Supplies,Notebook Pack,3,74.79,0.2,Maria Chen,,,,
ORD-387,08/10/2026,Tyrell Corp,N,Electronics,HDMI Cable,13,218.74,0.1,Maria Chen,,,,
ORD-388,01/30/2026,Prestige Worldwide,West,Electronics,Bluetooth Speaker,10,76.2,0.05,Maria Chen,,,,
ORD-389,03/27/2026,Acme Corp,South,Office Supplies,Paper Ream,12,61.58,0.15,Maria Chen,,,,
ORD-390,04/12/2026,Initech,N,Office Supplies,Tape Dispenser,19,33.93,0.1,Priya Sharma,,,,
ORD-391,11/06/2026,Cyberdyne Systems,North,Electronics,HDMI Cable,17,46.19,0,Maria Chen,,,,
ORD-392,05/30/2026,Sterling Cooper,East,Furniture,Cable Tray,13,294.68,0.05,Alex Kim,,,,
ORD-393,08/22/2026,Acme Corp,West,Office Supplies,Pen Set,13,58.48,0.05,Priya Sharma,,,,
ORD-394,06/10/2026,Bluth Company,North,Electronics,Webcam HD,3,145.63,0.1,Jordan Lee,,,,
ORD-395,10/10/2026,Tyrell Corp,South,Electronics,Keyboard,16,260.61,0.05,Priya Sharma,,,,
ORD-396,05/15/2026,Pied Piper,East,Electronics,USB-C Hub,3,239.77,0.2,Maria Chen,,,,
ORD-397,04/01/2026,Globex Inc,West,Furniture,Desk Lamp,16,452.11,0.1,Sam Okafor,,,,
ORD-398,04/03/2026,Dunder Mifflin,West,Furniture,Monitor Arm,2,277.09,0.15,Sam Okafor,,,,
ORD-399,10/03/2026,Wayne Enterprises,West,Furniture,Drawer Unit,15,178.35,0,Jordan Lee,,,,
ORD-400,12/11/2026,Oceanic Airlines,East,Electronics,Bluetooth Speaker,9,90.62,0.2,Maria Chen,,,,
ORD-401,06/24/2026,Hooli,West,Office Supplies,Paper Ream,9,42.75,0,Maria Chen,,,,
ORD-402,12/17/2026,Dunder Mifflin,S,Office Supplies,Sticky Notes,5,72.79,0,Sam Okafor,,,,
ORD-403,01/05/2026,Sterling Cooper,E,Office Supplies,Binder Clips,18,77.82,0,Sam Okafor,,,,
ORD-404,02/20/2026,Dunder Mifflin,West,Office Supplies,Desk Organizer,9,35.03,0.1,Alex Kim,,,,
ORD-405,01/11/2026,TechNova,South,Office Supplies,Desk Organizer,11,61.88,0.2,Sam Okafor,,,,
ORD-406,02/10/2026,Stark Ind,South,Office Supplies,Scissors,19,38.8,0,Jordan Lee,,,,
ORD-407,03/23/2026,Wonka Industries,E,Office Supplies,Highlighter Set,12,68.31,0.2,Sam Okafor,,,,
ORD-408,03/26/2026,,South,Furniture,Ergonomic Chair,7,108.44,0,Jordan Lee,,,,
ORD-409,02/02/2026,Globex Inc,N,Furniture,Ergonomic Chair,4,153.34,0,Jordan Lee,,,,
ORD-410,12/01/2026,Pied Piper,South,Office Supplies,Whiteboard,5,49.29,0,Jordan Lee,,,,
ORD-411,01/18/2026,Oceanic Airlines,W,Furniture,Bookshelf,18,239.07,0,Maria Chen,,,,
ORD-412,11/01/2026,Vandelay Industries,W,Furniture,Drawer Unit,10,457.18,0.2,Maria Chen,,,,
ORD-413,04/26/2026,Tyrell Corp,West,Electronics,Webcam HD,1,10.02,0,Alex Kim,,,,
ORD-414,05/26/2026,,W,Office Supplies,Notebook Pack,14,72.61,0.05,Jordan Lee,,,,
ORD-415,10/07/2026,Bluth Company,W,Electronics,"Monitor 27""",13,291.66,0.05,Alex Kim,,,,
ORD-416,02/10/2026,TechNova,East,Furniture,Drawer Unit,9,224.05,0,Priya Sharma,,,,
ORD-417,03/10/2026,TechNova,West,Furniture,Coat Rack,16,118.25,0,Priya Sharma,,,,
ORD-418,01/26/2026,,North,Office Supplies,Whiteboard,15,66.52,0.05,Jordan Lee,,,,
ORD-419,03/18/2026,Soylent Corp,E,Office Supplies,Highlighter Set,2,32.39,0,Jordan Lee,,,,
ORD-420,05/16/2026,Prestige Worldwide,South,Office Supplies,Paper Ream,1,14.48,0.05,Sam Okafor,,,,
ORD-421,08/14/2026,Hooli,West,Furniture,Filing Cabinet,16,212.88,0.1,Alex Kim,,,,
ORD-422,03/22/2026,Bluth Company,North,Office Supplies,Binder Clips,7,34.99,0,Priya Sharma,,,,
ORD-423,02/27/2026,Acme Corp,South,Furniture,Ergonomic Chair,13,400.89,0,Jordan Lee,,,,
ORD-424,10/24/2026,TechNova,South,Electronics,Keyboard,6,179.96,0.1,Jordan Lee,,,,
ORD-425,01/31/2026,Bluth Company,North,Office Supplies,Sticky Notes,11,88.41,0.1,Sam Okafor,,,,
ORD-426,04/08/2026,Stark Ind,East,Office Supplies,Highlighter Set,18,29.34,0.2,Priya Sharma,,,,
ORD-427,10/17/2026,Massive Dynamic,East,Electronics,Bluetooth Speaker,5,162.78,0.1,Maria Chen,,,,
ORD-428,07/06/2026,Sterling Cooper,West,Electronics,USB Drive 64GB,12,273.84,0.05,Alex Kim,,,,
ORD-429,02/02/2026,Cyberdyne Systems,S,Furniture,Monitor Arm,20,163.06,0.15,Alex Kim,,,,
ORD-430,02/26/2026,Globex Inc,South,Electronics,Keyboard,4,175.02,0,Jordan Lee,,,,
ORD-431,10/19/2026,Prestige Worldwide,East,Office Supplies,Sticky Notes,20,65.72,0,Priya Sharma,,,,
ORD-432,12/01/2026,Initech,West,Office Supplies,Tape Dispenser,14,74.68,0,Maria Chen,,,,
ORD-433,05/16/2026,Wonka Industries,North,Furniture,Ergonomic Chair,4,370.82,0.15,Priya Sharma,,,,
ORD-434,04/08/2026,Wayne Enterprises,West,Furniture,Coat Rack,12,347,0.15,Jordan Lee,,,,
ORD-435,03/26/2026,Sterling Cooper,East,Furniture,Coat Rack,15,468.74,0.1,Maria Chen,,,,
ORD-436,06/15/2026,Soylent Corp,East,Furniture,Drawer Unit,7,206.27,0.1,Alex Kim,,,,
ORD-437,08/19/2026,Globex Inc,East,Furniture,Monitor Arm,10,33.08,0.05,Priya Sharma,,,,
ORD-438,06/10/2026,Dunder Mifflin,South,Electronics,Power Bank,12,63.07,0.1,Alex Kim,,,,
ORD-439,10/25/2026,Wonka Industries,N,Office Supplies,Scissors,7,67.14,0.1,Sam Okafor,,,,
ORD-440,03/29/2026,Vandelay Industries,N,Furniture,Bookshelf,2,373.46,0.15,Jordan Lee,,,,
ORD-441,01/29/2026,Soylent Corp,West,Electronics,USB Drive 64GB,1,225.51,0.15,Jordan Lee,,,,
ORD-442,06/05/2026,Vandelay Industries,South,Furniture,Filing Cabinet,5,53.73,0.15,Sam Okafor,,,,
ORD-443,10/31/2026,Soylent Corp,E,Electronics,"Monitor 27""",11,38.06,0,Maria Chen,,,,
ORD-444,07/23/2026,Soylent Corp,South,Office Supplies,Tape Dispenser,7,45.95,0.05,Maria Chen,,,,
ORD-445,11/11/2026,Pied Piper,North,Office Supplies,Desk Organizer,19,11.7,0.15,Sam Okafor,,,,
ORD-446,07/06/2026,TechNova,North,Electronics,Laptop Stand,20,289.33,0.2,Maria Chen,,,,
ORD-447,03/15/2026,Pied Piper,South,Electronics,USB-C Hub,4,261.45,0.05,Maria Chen,,,,
ORD-448,03/16/2026,Acme Corp,East,Office Supplies,Highlighter Set,16,5.95,0.05,Maria Chen,,,,
ORD-449,04/18/2026,Dunder Mifflin,W,Furniture,Monitor Arm,1,207,0,Alex Kim,,,,
ORD-450,03/28/2026,TechNova,East,Office Supplies,Notebook Pack,3,37.41,0.1,Alex Kim,,,,
ORD-451,02/25/2026,Cyberdyne Systems,S,Furniture,Ergonomic Chair,11,257.78,0,Priya Sharma,,,,
ORD-452,04/11/2026,Acme Corp,North,Furniture,Bookshelf,11,260.26,0,Jordan Lee,,,,
ORD-453,06/26/2026,Wonka Industries,South,Electronics,Webcam HD,13,312.73,0,Maria Chen,,,,
ORD-454,05/23/2026,Cyberdyne Systems,South,Furniture,Footrest,17,481.47,0.05,Sam Okafor,,,,
ORD-455,05/03/2026,Wonka Industries,E,Furniture,Monitor Arm,7,336.65,0.05,Priya Sharma,,,,
ORD-456,06/07/2026,Stark Ind,West,Furniture,Coat Rack,6,179.21,0,Priya Sharma,,,,
ORD-457,11/06/2026,Acme Corp,E,Office Supplies,Binder Clips,15,68.11,0.1,Priya Sharma,,,,
ORD-458,04/06/2026,TechNova,East,Furniture,Filing Cabinet,8,353.06,0.1,Jordan Lee,,,,
ORD-459,12/18/2026,TechNova,West,Electronics,HDMI Cable,16,171.1,0,Priya Sharma,,,,
ORD-460,04/25/2026,Acme Corp,E,Electronics,Keyboard,7,32.48,0.2,Maria Chen,,,,
ORD-461,09/07/2026,Pied Piper,W,Electronics,USB Drive 64GB,13,254.86,0.15,Maria Chen,,,,
ORD-462,10/19/2026,Globex Inc,N,Office Supplies,Notebook Pack,8,48.6,0.15,Jordan Lee,,,,
ORD-463,10/12/2026,Globex Inc,South,Office Supplies,Paper Ream,10,70.53,0.1,Sam Okafor,,,,
ORD-464,03/26/2026,Globex Inc,S,Furniture,Cable Tray,3,369.63,0,Priya Sharma,,,,
ORD-465,10/26/2026,Stark Ind,W,Office Supplies,Highlighter Set,1,19.37,0.05,Sam Okafor,,,,
ORD-466,02/16/2026,Wayne Enterprises,North,Electronics,Power Bank,12,38.99,0.15,Maria Chen,,,,
ORD-467,11/09/2026,Cyberdyne Systems,North,Office Supplies,Scissors,5,17.93,0,Priya Sharma,,,,
ORD-468,12/30/2026,Massive Dynamic,East,Electronics,"Monitor 27""",7,11.19,0.1,Jordan Lee,,,,
ORD-469,08/22/2026,Acme Corp,West,Electronics,USB Drive 64GB,16,164.26,0.2,Jordan Lee,,,,
ORD-470,11/03/2026,Bluth Company,East,Electronics,"Monitor 27""",5,28.71,0.1,Jordan Lee,,,,
ORD-471,03/15/2026,TechNova,East,Electronics,Wireless Mouse,4,151.76,0,Priya Sharma,,,,
ORD-472,12/10/2026,TechNova,S,Furniture,Coat Rack,12,467.79,0,Alex Kim,,,,
ORD-473,06/14/2026,Initech,W,Electronics,Webcam HD,16,55.74,0.1,Alex Kim,,,,
ORD-474,09/26/2026,Hooli,North,Furniture,Drawer Unit,3,257.31,0.1,Sam Okafor,,,,
ORD-475,07/11/2026,Vandelay Industries,East,Furniture,Coat Rack,16,274.25,0.2,Sam Okafor,,,,
ORD-476,04/02/2026,Wonka Industries,South,Electronics,Wireless Mouse,15,222.65,0,Priya Sharma,,,,
ORD-477,11/11/2026,Oceanic Airlines,East,Electronics,Keyboard,10,96.49,0,Alex Kim,,,,
ORD-478,06/02/2026,Acme Corp,North,Office Supplies,Paper Ream,19,56.97,0,Priya Sharma,,,,
ORD-479,04/09/2026,Prestige Worldwide,West,Furniture,Monitor Arm,16,103.02,0.2,Maria Chen,,,,
ORD-480,06/20/2026,Globex Inc,East,Furniture,Drawer Unit,1,127.87,0.1,Alex Kim,,,,
ORD-481,02/03/2026,Acme Corp,E,Furniture,Drawer Unit,6,298.35,0.15,Priya Sharma,,,,
ORD-482,10/31/2026,Wonka Industries,East,Office Supplies,Paper Ream,3,46.74,0.05,Alex Kim,,,,
ORD-483,08/19/2026,Sterling Cooper,East,Electronics,Laptop Stand,2,274.44,0,Sam Okafor,,,,
ORD-484,09/16/2026,Sterling Cooper,South,Office Supplies,Highlighter Set,17,30.68,0.1,Priya Sharma,,,,
ORD-485,02/20/2026 ,Stark Ind,South,Office Supplies,Paper Ream,17,13.95,0.1,Jordan Lee,,,,
ORD-486,12/17/2026,Oceanic Airlines,West,Electronics,Bluetooth Speaker,10,17.63,0.1,Priya Sharma,,,,
ORD-487,06/13/2026,Bluth Company,E,Furniture,Ergonomic Chair,9,100.17,0.1,Jordan Lee,,,,
ORD-488,01/08/2026,Umbrella LLC,South,Furniture,Desk Lamp,9,96.52,0.1,Maria Chen,,,,
ORD-489,05/05/2026,Oceanic Airlines,West,Electronics,Wireless Mouse,16,317.11,0,Jordan Lee,,,,
ORD-490,07/15/2026,Wayne Enterprises,W,Office Supplies,Binder Clips,11,74.29,0,Sam Okafor,,,,
ORD-491,10/17/2026,Massive Dynamic,N,Office Supplies,Highlighter Set,16,23.92,0.05,Priya Sharma,,,,
ORD-492,11/11/2026,Wayne Enterprises,East,Office Supplies,Highlighter Set,1,9.61,0,Alex Kim,,,,
ORD-493,09/02/2026,Tyrell Corp,South,Office Supplies,Pen Set,11,51.82,0,Alex Kim,,,,
ORD-494,09/29/2026,Pied Piper,South,Office Supplies,Paper Ream,3,33.29,0.15,Sam Okafor,,,,
ORD-495,10/17/2026,Pied Piper,South,Furniture,Coat Rack,16,83.72,0.2,Alex Kim,,,,
ORD-496,10/11/2026,Wonka Industries,West,Furniture,Ergonomic Chair,20,392.52,0.15,Alex Kim,,,,
ORD-497,09/10/2026,Hooli,South,Electronics,"Monitor 27""",15,190.62,0.15,Maria Chen,,,,
ORD-498,10/22/2026,Oceanic Airlines,East,Office Supplies,Desk Organizer,3,54.1,0.15,Priya Sharma,,,,
ORD-499,05/30/2026,Globex Inc,N,Office Supplies,Pen Set,10,78.44,0.05,Sam Okafor,,,,
ORD-500,12/25/2026,Cyberdyne Systems,W,Office Supplies,Tape Dispenser,7,60.96,0.2,Priya Sharma,,,,
